department,markdown_id,markdown_description,date,style_code,description,colour,price,soh,price_history
Womenswear,4399,SCWK38FINALPP,17/04/2025,115179,Rosa Linen Pant,Fern,59.00,1,"{'99.00': ('17/12/2024', 'SCWWBDWK19'), '89.00': ('24/12/2024', 'SCBOXINGDAYFURTHERS'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115179,Rosa Linen Pant,Hydrangea,59.00,1,"{'99.00': ('17/12/2024', 'SCWWBDWK19'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115179,Rosa Linen Pant,Lilac,59.00,2,"{'99.00': ('14/03/2023', 'SCW23MSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115179,Rosa Linen Pant,Orchid,59.00,2,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115179E,Rosa Linen Pant,ClassicNav,59.00,10,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115179E,Rosa Linen Pant,Emerald,59.00,14,"{'79.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115179E,Rosa Linen Pant,Khaki,59.00,19,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,115240E,Georgina Relaxe,White,39.00,1,"{'69.00': ('10/03/2022', 'SCMSSWK322022'), '49.00': ('30/05/2023', 'SCW23EOSS'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115356,Eva Full Length,Cappuccino,39.00,2,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '69.00': ('09/01/2024', 'SCFURTHERMD08012024'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115356E,Eva Full Length,Black,59.00,1,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115357,Eva Capri,Latte,59.00,5,"{'99.00': ('31/05/2024', 'SCW24EOSSFURV3'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115357E,Eva Capri,ClassicNav,59.00,1,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4262,SCW24EOSSFURPP,20/06/2024,115358,Eva Short,Cappuccino,49.00,1,"{'69.00': ('28/05/2024', 'SCW24EOSS'), '49.00': ('20/06/2024', 'SCW24EOSSFURPP')}"
Womenswear,4262,SCW24EOSSFURPP,20/06/2024,115358,Eva Short,ClassicNav,49.00,1,"{'69.00': ('28/05/2024', 'SCW24EOSS'), '49.00': ('20/06/2024', 'SCW24EOSSFURPP')}"
Womenswear,4262,SCW24EOSSFURPP,20/06/2024,115358E,Eva Short,Black,49.00,12,"{'69.00': ('28/05/2024', 'SCW24EOSS'), '49.00': ('20/06/2024', 'SCW24EOSSFURPP')}"
Womenswear,4262,SCW24EOSSFURPP,20/06/2024,115358E,Eva Short,ClassicNav,49.00,11,"{'69.00': ('28/05/2024', 'SCW24EOSS'), '49.00': ('20/06/2024', 'SCW24EOSSFURPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115359,Evie Capri,Dk Khaki,39.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115359,Evie Capri,Emerald,39.00,1,"{'79.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('13/03/2024', 'SCW24MSSNEWFUR'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115359,Evie Capri,Milk,59.00,1,"{'119.00': ('17/12/2024', 'SCWWBDEXTRA'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115359,Evie Capri,Pl Blue,59.00,1,"{'79.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115359,Evie Capri,Sienna,59.00,3,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115359E,Evie Capri,Black,59.00,5,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115359E,Evie Capri,ClassicNav,59.00,5,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115359E,Evie Capri,Magenta,59.00,18,"{'79.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115359E,Evie Capri,Silver,59.00,2,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,115453,Alphine Silk Bl,Candy,79.00,1,"{'109.00': ('28/05/2024', 'SCW24EOSS'), '89.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '79.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,115453,Alphine Silk Bl,Mnt Mul,59.00,1,"{'79.00': ('24/08/2023', 'SCS24MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115671,The Perfect T-S,Orange/Wht,19.00,1,"{'49.00': ('17/12/2021', 'SCEOSSWK202021'), '39.00': ('10/03/2022', 'SCMSSWK322022'), '29.00': ('16/01/2024', 'Nothing'), '19.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115684,Josie Tie Linen,Navy,59.00,1,"{'99.00': ('30/05/2023', 'SCW23EOSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,115775E,Cleo Velvet Pan,Black,39.00,3,"{'89.00': ('31/08/2023', 'SCS23MSSNEW'), '69.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,115783,Cleo Cord Jean,Plum,39.00,1,"{'79.00': ('24/08/2023', 'SCS24MSS'), '69.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '49.00': ('06/10/2023', 'SCS23CLDFINAL'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,115783E,Cleo Cord Jean,Charcoal,39.00,2,"{'69.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '49.00': ('06/10/2023', 'SCS23CLDFINAL'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,115783E,Cleo Cord Jean,Spice,39.00,1,"{'99.00': ('02/08/2022', 'WK1WINTERSALE'), '79.00': ('22/12/2022', 'SCBOXINGDAY22'), '69.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '49.00': ('06/10/2023', 'SCS23CLDFINAL'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,115880,Simone Straight,Black,59.00,2,"{'99.00': ('21/08/2024', 'SCS24MSSV1'), '79.00': ('17/09/2024', 'SCS24SEPFUR'), '59.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,115930,Heidi L/S Rib T,Black,29.00,1,"{'39.00': ('21/08/2024', 'SCS24MSSV1'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,115942,Yvonne Blazer,French Nvy,99.00,1,"{'149.00': ('30/05/2023', 'SCW23EOSS'), '119.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,115948,Daisy Relaxed L,Butter,59.00,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,115948E,Daisy Relaxed S,Lilac,59.00,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,115948E,Daisy Relaxed S,Powder Bl,59.00,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116209,Rosa Linen Shor,Black,49.00,11,"{'59.00': ('04/03/2025', 'SCWWMARMSS'), '49.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116209,Rosa Linen Shor,Indigo,49.00,2,"{'59.00': ('04/03/2025', 'SCWWMARMSS'), '49.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116209,Rosa Linen Shor,Khaki,49.00,3,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '49.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,116209,Rosa Linen Shor,Melon,39.00,1,"{'49.00': ('21/12/2023', 'SCBOXINGDAY121223'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116209,Rosa Linen Shor,Orchid,49.00,2,"{'59.00': ('04/03/2025', 'SCWWMARMSS'), '49.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4262,SCW24EOSSFURPP,20/06/2024,116209E,Rosa Linen Shor,ClassicNav,49.00,1,"{'69.00': ('28/05/2024', 'SCW24EOSS'), '49.00': ('20/06/2024', 'SCW24EOSSFURPP')}"
Womenswear,4262,SCW24EOSSFURPP,20/06/2024,116209E,Rosa Linen Shor,Khaki,49.00,7,"{'69.00': ('28/05/2024', 'SCW24EOSS'), '49.00': ('20/06/2024', 'SCW24EOSSFURPP')}"
Womenswear,4262,SCW24EOSSFURPP,20/06/2024,116209E,Rosa Linen Shor,Natural,49.00,1,"{'69.00': ('28/05/2024', 'SCW24EOSS'), '49.00': ('20/06/2024', 'SCW24EOSSFURPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116268,Freya Linen Pan,Navy,39.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116284,Venus Capri Pan,Khaki,39.00,1,"{'69.00': ('10/03/2022', 'SCMSSWK322022'), '79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116284,Venus Capri Pan,Pink,39.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116284E,Venus Capri,White,59.00,5,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116295,Rosa Crop Linen,Black,59.00,11,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116295,Rosa Crop Linen,Brt Pink,59.00,1,"{'79.00': ('13/03/2024', 'SCW24MSSNEWFUR'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116295,Rosa Crop Linen,Cerulean,59.00,7,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116295,Rosa Crop Linen,Fern,59.00,1,"{'99.00': ('17/12/2024', 'SCWWBDWK19'), '89.00': ('24/12/2024', 'SCBOXINGDAYFURTHERS'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116295,Rosa Crop Linen,Hydrangea,59.00,1,"{'99.00': ('17/12/2024', 'SCWWBDWK19'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116295,Rosa Crop Linen,Khaki,59.00,6,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116295,Rosa Crop Linen,Morc Blue,59.00,1,"{'79.00': ('13/03/2024', 'SCW24MSSNEWFUR'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116295,Rosa Crop Linen,Orchid,59.00,1,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116295E,Rosa Crop Linen,ClassicNav,59.00,1,"{'99.00': ('28/05/2024', 'SCW24EOSS'), '79.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116295E,Rosa Crop Linen,Navy,39.00,1,"{'79.00': ('30/09/2022', 'WK9SEPWWCLN'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,116517,Cotton Crew 3/4,Apricot,29.00,1,"{'49.00': ('21/08/2024', 'SCS24MSSV1'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,116577,Elderberry Libe,Multi,19.00,1,"{'59.00': ('17/12/2021', 'SCEOSSWK202021'), '49.00': ('10/03/2022', 'SCMSSWK322022'), '29.00': ('31/05/2022', 'SCEOSSWK442022'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,116637,Reece Denim Jea,Violet,39.00,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '49.00': ('28/07/2023', 'SCEOSSFURTHER'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116720,Marley Skirt,Cerulean,59.00,1,"{'99.00': ('10/03/2022', 'SCMSSWK322022'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,116734,Lari Slim Jean,Washed Den,39.00,2,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,116803E,Saffi Fashion S,Khaki,39.00,2,"{'49.00': ('22/12/2022', 'SCBOXINGDAY22'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,116865,SC Heritage Ove,Pink,19.00,1,"{'29.00': ('22/12/2022', 'SCBOXINGDAY22'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,116903,Audrey Trench,Black,79.00,1,"{'199.00': ('30/05/2023', 'SCW23EOSS'), '99.00': ('06/10/2023', 'SCS23CLDFINAL'), '79.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117121,Alphine Polo,Navy,59.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117134,Alder Oxford Sh,Lt Blue,39.00,4,"{'79.00': ('14/03/2023', 'SCW23MSS'), '49.00': ('06/10/2023', 'SCS23CLDFINAL'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117134,Alder Oxford Sh,White,39.00,1,"{'49.00': ('24/11/2023', 'SCBFMD23E'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117174E,Bailey Stripe S,Pink/White,59.00,1,"{'79.00': ('24/08/2023', 'SCS24MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117189,Filomena Shirt,Lt Pink,59.00,2,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117210,Marlow Trackpan,Ivory,19.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing'), '49.00': ('11/04/2024', 'SCW24FINALPP'), '19.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117241,Heidi L/S Rib T,Peppermint,29.00,2,"{'39.00': ('21/08/2024', 'SCS24MSSV1'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
